NM_VOTAVEL,DS_CARGO,ANO
JOSE EVALDO DE OLIVEIRA,DEPUTADO FEDERAL,2022
JOSE GONZAGA DE SOUZA,DEPUTADO ESTADUAL,2022
JOSE RAIMUNDO DE SOUZA,DEPUTADO FEDERAL,2022
JOSE VANIO OLIVEIRA SENA,DEPUTADO ESTADUAL,2022
JOSÉ CÂNDIDO DA SILVA,DEPUTADO ESTADUAL,2022
JOSÉ EUSTÁQUIO LOPES FERREIRA,DEPUTADO FEDERAL,2022
JOSÉ MARIA LIBERIO VILAÇA,DEPUTADO ESTADUAL,2022
JOÃO FRANCISCO DE JESUS,DEPUTADO FEDERAL,2022
JOÃO GONÇALVES FILHO,DEPUTADO ESTADUAL,2022
JULIANA ANDRIES PINTO,DEPUTADO ESTADUAL,2022
JULIO ANDRE FERREIRA DIAS,DEPUTADO ESTADUAL,2022
JULIO IGLEIS FERNANDES DA SILVA,DEPUTADO ESTADUAL,2022
JUSSARA BORGES DA SILVA,DEPUTADO FEDERAL,2022
JÚLIO CEZAR PEREIRA SOUZA,DEPUTADO ESTADUAL,2022
KAIQUE DRUMOND MACIEL,DEPUTADO FEDERAL,2022
KATHLEEN CAMPOS REIS DE SOUZA,DEPUTADO ESTADUAL,2022
KATIA DE ARAUJO GOMES DA SILVA,DEPUTADO ESTADUAL,2022
KATIA PEREIRA GERMANO,DEPUTADO ESTADUAL,2022
KERLEY CRISTINA PEREIRA GOMES,DEPUTADO FEDERAL,2022
LAIDSON AMERICO ALVES BORGES,DEPUTADO FEDERAL,2022
LAUDICEIA SULAMITA RAMOS,DEPUTADO ESTADUAL,2022
LAZARO SOARES DOS SANTOS,DEPUTADO ESTADUAL,2022
LEANDRO PINHEIRO SOARES LOURENÇO,DEPUTADO ESTADUAL,2022
LEILANE ANGELICA MENDES BARCELOS,DEPUTADO ESTADUAL,2022
LEONICE TOLENTINO DE LANES,DEPUTADO ESTADUAL,2022
LIGIA DE AZEVEDO FERNANDES,DEPUTADO ESTADUAL,2022
LINCOLN RODRIGO DE ARAUJO,DEPUTADO ESTADUAL,2022
LORENA DO CARMO HONORATO,DEPUTADO ESTADUAL,2022
LUAN FELIPE RAMOS GONÇALVES,DEPUTADO FEDERAL,2022
LUCELIA MEDEIROS AREDES DE MENEZES,DEPUTADO FEDERAL,2022
LUCIANA SILVEIRA FREITAS,DEPUTADO ESTADUAL,2022
LUCIANO FIDELIS DA SILVA,DEPUTADO ESTADUAL,2022
LUCIENE PERES,DEPUTADO ESTADUAL,2022
LUCIMAR CAROLINO DOS SANTOS,DEPUTADO FEDERAL,2022
LUCIMAR EUSTAQUIO DE ASSIS,DEPUTADO ESTADUAL,2022
MANOEL FERREIRA DA SILVA,DEPUTADO ESTADUAL,2022
MANSIFIELD DA SILVA SOARES FILHO,DEPUTADO ESTADUAL,2022
MARCELO ALVES DA SILVA,DEPUTADO ESTADUAL,2022
MARCELO SILVEIRA LIMA,DEPUTADO ESTADUAL,2022
MARCIA APARECIDA DE OLIVEIRA,DEPUTADO ESTADUAL,2022
MARCIO CABRAL,DEPUTADO FEDERAL,2022
MARIA APARECIDA DA CUNHA SANGUINETE,DEPUTADO FEDERAL,2022
MARIA APARECIDA FREIRE ALMEIDA,DEPUTADO ESTADUAL,2022
MARIA APARECIDA SILVA DE SOUZA,DEPUTADO ESTADUAL,2022
MARIA APARECIDA SILVERIO DOS SANTOS,DEPUTADO FEDERAL,2022
MARIA AUGUSTA DOS SANTOS MELO,DEPUTADO FEDERAL,2022
MARIA DA GLORIA DOS SANTOS CHAVES,DEPUTADO FEDERAL,2022
MARIA DELSANY DOS ANJOS,DEPUTADO FEDERAL,2022
MARIA DO CARMO DE PAULA SILVA,DEPUTADO ESTADUAL,2022
MARIA DOS REIS SANTOS,DEPUTADO FEDERAL,2022
MARIA SANDRA ALMEIDA DOS SANTOS,DEPUTADO ESTADUAL,2022
MARIA SUELI FAGUNDES ROSA,DEPUTADO ESTADUAL,2022
MARIELLE PORTO MATTOS,DEPUTADO FEDERAL,2022
MARILDA MACIEL PASSOS,DEPUTADO FEDERAL,2022
MARILIA GONÇALVES ANDRADE DE OLIVEIRA,DEPUTADO ESTADUAL,2022
MARILZA FATIMA DE SOUZA,DEPUTADO ESTADUAL,2022
MARINALVA MENDES DA SILVA,DEPUTADO ESTADUAL,2022
MARIO JUSTINO DA SILVA,DEPUTADO FEDERAL,2022
MARLY DE LOURDES MENDES OLIVEIRA,DEPUTADO FEDERAL,2022
MARLY RIBEIRO NERI,DEPUTADO ESTADUAL,2022
MAURO GERALDO DE SENA,DEPUTADO ESTADUAL,2022
MAURO SANTOS COSTA,DEPUTADO FEDERAL,2022
MICHELE CARDOSO GOMES DE FARIA,DEPUTADO FEDERAL,2022
MIGUEL MONTEIRO,DEPUTADO ESTADUAL,2022
MIGUEL TIAGO SOARES MARTINS,DEPUTADO ESTADUAL,2022
MIGUEL VINICIUS QUEIROZ GOMES,DEPUTADO ESTADUAL,2022
MIQUEIAS DE SOUZA,DEPUTADO ESTADUAL,2022
MIRELA FABIANO LIMA,DEPUTADO ESTADUAL,2022
MIRIAM NAZARENO MACHADO,DEPUTADO ESTADUAL,2022
MOACIR FERREIRA SOL,DEPUTADO ESTADUAL,2022
MOISES DOS SANTOS LIMA,DEPUTADO ESTADUAL,2022
MONICA CARDOSO DA SILVA,DEPUTADO FEDERAL,2022
MÁRCIA CECÍLIA DO NASCIMENTO SILVA,DEPUTADO ESTADUAL,2022
MÁRIO INÁCIO JÚNIOR,DEPUTADO ESTADUAL,2022
NATALIA OLIVEIRA DOS SANTOS,DEPUTADO ESTADUAL,2022
NATÁLIA APARECIDA SILVA CARDOSO,DEPUTADO ESTADUAL,2022
NEIMAR SIQUEIRA,DEPUTADO ESTADUAL,2022
NELMA TAMIRIS DE JESUS CAIRES BARBOSA,DEPUTADO ESTADUAL,2022
NELSON JOSÉ DA COSTA,DEPUTADO FEDERAL,2022
NESTOR RODRIGUES DA SILVA NETO,DEPUTADO ESTADUAL,2022
NEUZA REIS DE OLIVEIRA,DEPUTADO ESTADUAL,2022
NILDA APARECIDA DA SILVA,DEPUTADO FEDERAL,2022
NILTON CESAR LOPES,DEPUTADO ESTADUAL,2022
NIVALDO RIBEIRO,DEPUTADO ESTADUAL,2022
NORTON PEREIRA DE JESUS,DEPUTADO ESTADUAL,2022
OHANA TEIXEIRA MENDES,DEPUTADO ESTADUAL,2022
ONÉCIMO ANTUNES ATAÍDES,DEPUTADO ESTADUAL,2022
ORLANI CARLOS DA SILVA,DEPUTADO ESTADUAL,2022
PATRICIA FERREIRA REIS,DEPUTADO ESTADUAL,2022
PATRICIA FRANCELI DA SILVA,DEPUTADO FEDERAL,2022
PATRICIA REGINA DOS SANTOS,DEPUTADO ESTADUAL,2022
PAULO HENRIQUE BENTO,DEPUTADO ESTADUAL,2022
PAULO RAMOS DOS SANTOS,DEPUTADO ESTADUAL,2022
PRISCILA SILVA MACHADO COELHO,DEPUTADO FEDERAL,2022
RACHEL DE ALMEIDA GALVES GUTIERRES,DEPUTADO ESTADUAL,2022
REGINA SILVA MOREIRA DE FARIA,DEPUTADO FEDERAL,2022
REGINALDO NASCIMENTO MACHADO,DEPUTADO ESTADUAL,2022
RENATA CRISTINA PENA DIAS DO NASCIMENTO,DEPUTADO ESTADUAL,2022
RENATA DE OLIVEIRA ARAÚJO,DEPUTADO ESTADUAL,2022
RENATA ROSANE KISTER,DEPUTADO ESTADUAL,2022
RENATO AMADO TAVARES,DEPUTADO ESTADUAL,2022
RICARDO FERNANDES MOREIRA,DEPUTADO FEDERAL,2022
ROBERTO ALVES CORDEIRO,DEPUTADO FEDERAL,2022
ROBERTO CARVALHO GOES,DEPUTADO FEDERAL,2022
ROBERTO DOS SANTOS NOGUEIRA,DEPUTADO ESTADUAL,2022
ROBERTO MAGALHÃES,DEPUTADO ESTADUAL,2022
ROBERTO MARQUES DE ALMEIDA,DEPUTADO ESTADUAL,2022
ROBERTO SOUZA CAMPOS,DEPUTADO FEDERAL,2022
ROBSON AUGUSTO FERREIRA DE FARIA,DEPUTADO ESTADUAL,2022
ROBSON BATISTA LOPES,DEPUTADO ESTADUAL,2022
RONALDO FERREIRA DE ALMEIDA,DEPUTADO ESTADUAL,2022
ROSA DARC GOMES ANDRADE SOUZA,DEPUTADO ESTADUAL,2022
ROSELI HEIDERICK COELHO PEREIRA,DEPUTADO ESTADUAL,2022
ROSILENE DOS SANTOS ZEFERINO,DEPUTADO ESTADUAL,2022
ROSILENE FATIMA DE OLIVEIRA,DEPUTADO ESTADUAL,2022
RUTINEIA SANTOS MOREIRA,DEPUTADO FEDERAL,2022
RÔMULO BULDRINI FILOGÔNIO,DEPUTADO FEDERAL,2022
SANDRA ALVES DE OLIVEIRA,DEPUTADO FEDERAL,2022
SANNY ALINE RIBEIRO DUQUE,DEPUTADO FEDERAL,2022
SEBASTIÃO CARLOS EUFRÁSIO,DEPUTADO ESTADUAL,2022
SEBASTIÃO HEMENEGILDO DOS SANTOS,DEPUTADO FEDERAL,2022
SILCY CRISTINA DE ALMEIDA GUERRA,DEPUTADO ESTADUAL,2022
SILENE DE JESUS GOMES DAMASCENO,DEPUTADO FEDERAL,2022
SILSIAN APARECIDA PIMENTEL,DEPUTADO FEDERAL,2022
SILVIA CRISTINA DE SOUZA,DEPUTADO ESTADUAL,2022
SILVIA DA SILVA SANTANA,DEPUTADO FEDERAL,2022
SIMAR SOUZA COSTA,DEPUTADO ESTADUAL,2022
SONIA MARIA SIMAO,DEPUTADO FEDERAL,2022
STEPHANIE PAULA SANTOS DE SOUZA,DEPUTADO ESTADUAL,2022
STEPHANIE VILANE ALVES FERNANDES,DEPUTADO ESTADUAL,2022
TALITA PEREIRA BARBOSA,DEPUTADO FEDERAL,2022
TATIANA CRISTINA HONORATO,DEPUTADO ESTADUAL,2022
TATIANE APARECIDA MOREIRA,DEPUTADO FEDERAL,2022
TEREZINHA ELOI DA SILVA SOUZA,DEPUTADO FEDERAL,2022
TEÓFILA SALES DA SILVA,DEPUTADO ESTADUAL,2022
THAIS ANDRADE DOS SANTOS,DEPUTADO ESTADUAL,2022
TIAGO PINHEIRO,DEPUTADO ESTADUAL,2022
VALDA GOMES DA SILVA,DEPUTADO ESTADUAL,2022
VALESCA CÁSSIA DA SILVA PAULA,DEPUTADO FEDERAL,2022
VALTAIR VENÂNCIO COTA,DEPUTADO ESTADUAL,2022
VANESSA CRISTINA DE JESUS SOUZA,DEPUTADO ESTADUAL,2022
VERA LÚCIA SOARES SENA,DEPUTADO ESTADUAL,2022
WALTER LUIZ FERNANDES,DEPUTADO ESTADUAL,2022
WALTER TADEU DA SILVA,DEPUTADO ESTADUAL,2022
WELLINGTON ANTONIO MAIA,DEPUTADO ESTADUAL,2022
WELLINGTON DE OLIVEIRA DIAS,DEPUTADO ESTADUAL,2022
WILLIAN GERALDO DE ALCANTARA,DEPUTADO ESTADUAL,2022
XENIA MARA DE OLIVEIRA,DEPUTADO ESTADUAL,2022
FREDERICO PORTO ULHOA,DEPUTADO ESTADUAL,2022
JOÃO EDSON RIBEIRO GIRÃO,DEPUTADO FEDERAL,2022
SHILMA NUNES GUALBERTO,DEPUTADO ESTADUAL,2022
VALDEMAR FAVORETI DE SOUZA,DEPUTADO ESTADUAL,2022
ITAMAR JULIO VALÉRIO,DEPUTADO ESTADUAL,2022
CLÁUDIO GOMES FERNANDES,DEPUTADO FEDERAL,2022
JOSE ARLENIO VENEZIANO,DEPUTADO ESTADUAL,2022
REINALDO JOSE DE PAULA,DEPUTADO ESTADUAL,2022
ISMAR JOSE DE QUEIROZ,DEPUTADO FEDERAL,2022
NELSON PAULINO DA COSTA,DEPUTADO ESTADUAL,2022
WILSON LOUZADA,DEPUTADO ESTADUAL,2022
NILSON BATISTA CORREA FILHO,DEPUTADO ESTADUAL,2022
PAULO RICARDO SILVA SANTOS,DEPUTADO ESTADUAL,2022
DAKSON RODRIGUES ARAUJO,DEPUTADO ESTADUAL,2022
IOCELIA SANTOS,DEPUTADO ESTADUAL,2022
REGINA CHAVES DA SILVA GONÇALVES,DEPUTADO FEDERAL,2022
ZENILDA DE FATIMA RIBEIRO SILVA,DEPUTADO ESTADUAL,2022
MAURO CESAR CUSTODIO SANTOS,DEPUTADO ESTADUAL,2022
ADAIR OTAVIANO DE OLIVEIRA,Deputado Estadual,2018
ADALCLEVER RIBEIRO LOPES,Governador,2018
ADELMO CARNEIRO LEÃO,Deputado Federal,2018
ADRIANA ALVES RIBEIRO,Deputado Federal,2018
ADRIANA FERREIRA,Deputado Estadual,2018
ADRIANO AUGUSTO PIMENTA DE OLIVEIRA,Deputado Estadual,2018
ADRIANO VIEIRA CHAVES,Deputado Federal,2018
ADRIANO ZAGO,Deputado Federal,2018
ADÃO CAETANO DA SILVA,Deputado Estadual,2018
AELTON JOSÉ DE FREITAS,Deputado Federal,2018
ALBERTO PINTO COELHO NETO,Deputado Estadual,2018
ALCIDES RIBEIRO DA SILVA JÚNIOR,Deputado Estadual,2018
ALCINDOR RIBEIRO DAMASCENO,Senador,2018
ALESSANDRA DA SILVA,Deputado Federal,2018
ALEXANDRE DE SOUZA ANDRADE,Deputado Federal,2018
ALVARO RODRIGUES COELHO,Deputado Federal,2018
ANA PAULA ALVES SALIBA,Senador,2018
ANA PAULA DORNELAS,Deputado Estadual,2018
ANA PAULA PROCOPIO JUNQUEIRA,Deputado Federal,2018
ANDRE LUIS GASPAR JANONES,Deputado Federal,2018
ANDREIA DE JESUS SILVA,Deputado Estadual,2018
ANDRÉ BEZERRA RIBEIRO SOARES,Deputado Federal,2018
ANDRÉ LUIZ NASCIMENTO VILELA,Deputado Estadual,2018
ANGELINA DO PERPETUO SOCORRO PINHEIRO,Deputado Estadual,2018
ANTONIO AUGUSTO JUNHO ANASTASIA,Governador,2018
ANTONIO CARLOS SILVA NUNES,Deputado Estadual,2018
ANTONIO CESAR PIRES DE MIRANDA JUNIOR,Deputado Federal,2018
ANTONIO DOS REIS GONÇALVES LERIN,Deputado Estadual,2018
ANTONIO GERALDO CAMPOS DE JESUS,Deputado Federal,2018
ANTONIO JORGE DE SOUZA MARQUES,Deputado Estadual,2018
ANTONIO SERGIO DA SILVA MENDES JUNIOR,Deputado Federal,2018
ANTÔNIO EUSTÁQUIO ANDRADE FERREIRA,Deputado Federal,2018
ANTÔNIO PINHEIRO NETO,Deputado Federal,2018
ARIADNA BORGES MUNIZ,Deputado Estadual,2018
ARLETE GONÇALVES SANTOS MAGALHÃES,Deputado Estadual,2018
ARNALDO GONTIJO DE FREITAS,Deputado Federal,2018
ARNALDO SILVA JUNIOR,Deputado Estadual,2018
AURELIO APARECIDO SANTOS VIDAL,Deputado Federal,2018
AVANTE,Deputado Estadual,2018
AVANTE,Deputado Federal,2018
AÉCIO NEVES DA CUNHA,Deputado Federal,2018
BEATRIZ DA SILVA CERQUEIRA,Deputado Estadual,2018
BENEDITO FRANCISCO NETO,Deputado Estadual,2018
BERNARDO BARTOLOMEO MOREIRA,Deputado Estadual,2018
BRUNA THARINY DUARTE PRATES,Deputado Federal,2018
BRUNO BORGES MAGELLA,Deputado Federal,2018
BRUNO DE CASTRO ENGLER FLORENCIO DE ALMEIDA,Deputado Estadual,2018
BRUNO MOREIRA SANTOS,Deputado Federal,2018
BRUNO PEREIRA BEDIM,Deputado Federal,2018
BRÁULIO JOSÉ MACHADO DE PAULA,Deputado Estadual,2018
CAIO BELLOTE DELGADO MARCZUK,Deputado Estadual,2018
CAIO NARCIO RODRIGUES DA SILVEIRA,Deputado Federal,2018
CARLOS ALBERTO BARBOSA SIQUEIRA,Deputado Federal,2018
CARLOS ALBERTO DIAS VIANA,Senador,2018
CARLOS ALBERTO PELEGRINI DA SILVA,Deputado Estadual,2018
CARLOS ALBERTO PEREIRA,Deputado Estadual,2018
CARLOS ANTONIO POUÇAS,Deputado Federal,2018
CARLOS EDUARDO AMARAL PEREIRA DA SILVA,Deputado Federal,2018
CARLOS EDUARDO BRAGA MENEZES,Senador,2018
CARLOS LINDOMAR DE SOUSA,Deputado Federal,2018
CARLOS MAGNO DE MOURA SOARES,Deputado Federal,2018
CASSIO ANTÔNIO FERREIRA SOARES,Deputado Estadual,2018
CECÍLIA MARIA VIEIRA ABRAHÃO,Deputado Estadual,2018
CELTON ROCHA MESQUITA,Deputado Estadual,2018
CHARLES DOS SANTOS,Deputado Estadual,2018
CHARLLES THOMACELLI EVANGELISTA,Deputado Federal,2018
CIBELLE RODOVALHO GUERRA ALCANTARA,Deputado Estadual,2018
CIRES BREIDE DE MELO MARTINS,Deputado Federal,2018
CLAUDINEY ALVES,Governador,2018
CLAUDIO MOTA CAMPOS,Deputado Estadual,2018
CLAUDIO TOMAZ DE FREITAS,Deputado Estadual,2018
CLAYTON CESAR RIBEIRO DA SILVA,Deputado Federal,2018
CLEIDSON NOGUEIRA MARTINS,Deputado Estadual,2018
CLEITO LUCIO DE FATIMA,Deputado Estadual,2018
CLEITON DE OLIVEIRA,Deputado Estadual,2018
CLEITON GONTIJO DE AZEVEDO,Deputado Estadual,2018
CRISTIANO TADEU DA SILVEIRA,Deputado Estadual,2018
CRISTINA GARVIL,Deputado Estadual,2018
DALTO UMBERTO RODRIGUES,Deputado Estadual,2018
DANIEL COSTA FIUZA,Deputado Federal,2018
DANIEL TINOCO FERREIRA,Deputado Federal,2018
DAVID DA SILVA MARQUES SILVEIRA,Deputado Federal,2018
DIEGO LEONARDO DE ANDRADE CARVALHO,Deputado Federal,2018
DILMA VANA ROUSSEFF,Senador,2018
DIMAS FABIANO TOLEDO JUNIOR,Deputado Federal,2018
DINIS ANTÔNIO PINHEIRO,Senador,2018
DIONISIO JOSE MACHADO BRITO,Deputado Estadual,2018
DOMINGOS SÁVIO CAMPOS RESENDE,Deputado Federal,2018
DOORGAL GUSTAVO SAD LAFAYETTE DE ANDRADA,Deputado Estadual,2018
DUDA SALABERT,Senador,2018
DUILIO DE CASTRO FARIA,Deputado Federal,2018
Democracia Cristã,Deputado Estadual,2018
Democratas,Deputado Estadual,2018
Democratas,Deputado Federal,2018
EDILSON JOSÉ GRACIOLLI,Deputado Federal,2018
EDNALDO SILVA DURCO,Deputado Estadual,2018
EDSON ANDRE DOS REIS,Senador,2018
EDSON MOREIRA DA SILVA,Deputado Federal,2018
EDUARDO ALEXANDRE DE CARVALHO,Deputado Estadual,2018
EDUARDO ELIAS DE LIMA,Deputado Federal,2018
EDUARDO EMERSON ALVES COSTA,Deputado Estadual,2018
EDUARDO LUIZ BARROS BARBOSA,Deputado Federal,2018
EDVALDO BAIAO ALBINO,Deputado Federal,2018
ELIANE PERPETUA BARROSO,Deputado Federal,2018
ELIAS ANDRADE DE OLIVEIRA,Deputado Federal,2018
ELIAS PERPETUO SARAIVA,Deputado Estadual,2018
ELIO ANTONIO LACERDA,Senador,2018
ELISMAR FERNANDES PRADO,Deputado Estadual,2018
ELIZETE APARECIDA AZEVEDO MOTA,Deputado Estadual,2018
ELMIRO ALVES DO NASCIMENTO,Deputado Estadual,2018
ELOISA RODRIGUES DA CUNHA,Deputado Federal,2018
ELOISIO DO CARMO LOURENÇO,Deputado Estadual,2018
ENEIAS JOSÉ DOS REIS,Deputado Federal,2018
ENIR FONSECA,Deputado Federal,2018
EROS FERREIRA BIONDINI,Deputado Federal,2018
FABIANO GALLETTI TOLENTINO,Deputado Federal,2018
FABIO DIAS QUEIROZ  ZAVITOSKI,Deputado Estadual,2018
FABRICIA MABELLE SILVA,Deputado Estadual,2018
FELIPE JOSÉ FONSECA ATTIÊ,Deputado Federal,2018
FERNANDO BORJA PINTO,Deputado Federal,2018
FERNANDO DAMATA PIMENTEL,Governador,2018
FERNANDO TOMAZ GOMES,Deputado Estadual,2018
FRANCISCO PANADES RUBIO,Deputado Estadual,2018
FRANCO CARTAFINA GOMES,Deputado Federal,2018
FÁBIO AUGUSTO RAMALHO DOS SANTOS,Deputado Federal,2018
FÁBIO ROBERTO DE LIMA SOUZA,Deputado Federal,2018
GABRIEL LEITE MENDES,Deputado Federal,2018
GABRIEL TOLEDO GARCIA,Deputado Federal,2018
GENESIO MARTINS NETO,Deputado Federal,2018
GERALDA APARECIDA RODRIGUES DE ARAUJO,Deputado Federal,2018
GERALDO JUNIO DO AMARAL,Deputado Federal,2018
GERALDO MAGELA MARQUES,Deputado Federal,2018
GERALDO SEBASTIAO MAGELA DIAS,Deputado Federal,2018
GILBERTO APARECIDO ABRAMO,Deputado Federal,2018
GILMAR ALVES MACHADO,Deputado Federal,2018
GIOVANI BATISTA GIMENES,Deputado Estadual,2018
GLAUCIA ELIANA RODRIGUES,Deputado Estadual,2018
GLAYDSON JOSE RODRIGUES DE OLIVEIRA,Deputado Estadual,2018
GLEISER LÚCIO BORONI SOARES,Deputado Federal,2018
GREYCE DE QUEIROZ ELIAS,Deputado Federal,2018
GUSTAVO DA CUNHA PEREIRA VALADARES,Deputado Estadual,2018
GUSTAVO DE FARIA DIAS CORRÊA,Deputado Estadual,2018
GUSTAVO DE VASCONCELLOS MOREIRA,Deputado Estadual,2018
GUSTAVO HENRIQUE MARRA DINIZ,Deputado Estadual,2018
GUSTAVO TAMBELINI BRASILEIRO,Deputado Estadual,2018
HELDER PAULO CARNEIRO,Deputado Estadual,2018
HELI GERALDO DE ANDRADE ,Deputado Estadual,2018
HELIO CARLOS DE OLIVEIRA,Deputado Federal,2018
HELY TARQUINIO,Deputado Estadual,2018
HUENDER FRANCO DIAS,Deputado Federal,2018
IGOR BURKOWSKI,Deputado Estadual,2018
ILIDIO DOS SANTOS,Deputado Estadual,2018
IONE MARIA PINHEIRO,Deputado Estadual,2018
IRINEU INACIO DA SILVA,Deputado Estadual,2018
IVANIR ROSA DE OLIVEIRA,Deputado Federal,2018
IVSON GOMES DE CASTRO,Deputado Estadual,2018
IZABELLA LOURENÇA AMORIM ROMUALDO,Deputado Estadual,2018
JEAN MARK FREIRE SILVA,Deputado Estadual,2018
JEFFERSON MARCIO DA SILVA MACEDO,Deputado Estadual,2018
JOAO BOSCO,Deputado Estadual,2018
JORDANO CARVALHO DOS SANTOS,Governador,2018
JORGETANIA DA SILVA FERREIRA,Deputado Federal,2018
JOSE DO CARMO DE LIMA BARBOSA,Deputado Federal,2018
JOSE EDUARDO SIMÕES MENDONÇA,Deputado Estadual,2018
JOSE VITOR DE RESENDE AGUIAR,Deputado Federal,2018
JOSÉ AUGUSTO BERNARDES,Deputado Federal,2018
JOSÉ DE FREITAS MAIA,Deputado Estadual,2018
JOSÉ HUMBERTO SOARES,Deputado Federal,2018
JOSÉ MILTON DOS SANTOS,Deputado Federal,2018
JOSÉ SANTANA DE VASCONCELLOS MOREIRA,Deputado Federal,2018
JOSÉ SILVA SOARES,Deputado Federal,2018
JOÃO BATISTA DOS MARES GUIA,Governador,2018
JOÃO BATISTA FERREIRA,Deputado Estadual,2018
JOÃO CARLOS SIQUEIRA,Deputado Federal,2018
JOÃO LEITE DA SILVA NETO,Deputado Estadual,2018
JOÃO ROCHA FILGUEIRA JÚNIOR,Deputado Estadual,2018
JOÃO VÍTOR XAVIER FAUSTINO,Deputado Estadual,2018
JOÃO WELLINGTON ESTEVES,Deputado Federal,2018
JULIO CESAR BATISTA SANTANA,Deputado Estadual,2018
JULIO MARCIO LIMA E CUNHA,Deputado Federal,2018
JUSSARA CAMPOS MACHADO,Deputado Federal,2018
LAFAYETTE LUIZ DOORGAL DE ANDRADA,Deputado Federal,2018
LEANDRA DU ART,Deputado Federal,2018
LEANDRO ANDRADE GENARO OLIVEIRA,Deputado Estadual,2018
LEANDRO CASSIANO NEVES,Deputado Estadual,2018
LEDA DINIZ SILVA MACHADO,Deputado Estadual,2018
LEONARDO DA CUNHA PINTO MESQUITA,Deputado Federal,2018
LEONARDO MORREALE DINIZ PORTELA,Deputado Estadual,2018
LEONARDO SANTOS FERREIRA,Deputado Estadual,2018
LEONARDO VITOR DE OLIVEIRA,Deputado Estadual,2018
LEONÍDIO HENRIQUE CORRÊA BOUÇAS,Deputado Estadual,2018
LINCOLN DINIZ PORTELA,Deputado Federal,2018
LIVIA FLÁVIA OLIVEIRA ARAÚJO,Deputado Estadual,2018
LUCAS DE VASCONCELOS GONZALEZ,Deputado Federal,2018
LUCAS GARCIA RABELLO,Deputado Federal,2018
LUCIANA APARECIDA ROQUE DE SÁ ,Deputado Federal,2018
LUCIENE BEATRIZ FACHINELLI BARBOSA,Deputado Federal,2018
LUIZ CARLOS VIDAL,Deputado Estadual,2018
LUIZ FERNANDO RAMOS FARIA,Deputado Estadual,2018
LUIZ GONZAGA RIBEIRO,Deputado Federal,2018
LUIZ HUMBERTO CARNEIRO,Deputado Estadual,2018
LUIZ MÁRIO ANTÔNIO BITARÃES,Deputado Estadual,2018
LUIZ TADEU MARTINS LEITE,Deputado Estadual,2018
LUIZA MARIA FERREIRA PINTO,Deputado Estadual,2018
LUÍZ FÁBIO CHEREM,Senador,2018
MACAÉ MARIA EVARISTO DOS SANTOS,Deputado Estadual,2018
MANOEL BISPO DOS SANTOS,Deputado Federal,2018
MARCELO EDUARDO FREITAS,Deputado Federal,2018
MARCELO GUILHERME DE ARO FERREIRA,Deputado Federal,2018
MARCELO HENRIQUE TEIXEIRA DIAS,Deputado Federal,2018
MARCELO HERINGER,Deputado Estadual,2018
MARCELO LARANJEIRA FRAGA,Deputado Federal,2018
MARCELO RODRIGUES MARTINS,Deputado Estadual,2018
MARCILENE JACINTO QUEIROZ,Deputado Estadual,2018
MARCIO FERREIRA DA COSTA,Deputado Federal,2018
MARCIO GONÇALVES PINTO,Deputado Federal,2018
MARCIO PINTO DA SILVA,Deputado Estadual,2018
MARCION FERREIRA DA SILVA,Deputado Estadual,2018
MARCO AURÉLIO ROCHA,Deputado Federal,2018
MARCOS AURELIO DE PAULA TERRINHA,Deputado Federal,2018
MARCOS VINICIUS DIAS BOAVENTURA,Deputado Estadual,2018
MARIA CECILIA FIGUEIREDO OPIPARI,Deputado Federal,2018
MARIA DIRLENE TRINDADE MARQUES,Governador,2018
MARIA DULCE TEOFILO DE OLIVEIRA,Deputado Federal,2018
MARIA EUNICE DE LIMA PRADO,Deputado Federal,2018
MARILENE ALVES DE SOUZA,Deputado Estadual,2018
MARILIA APARECIDA CAMPOS,Deputado Estadual,2018
MARIO LUCIO ALVES DE ARAUJO,Deputado Federal,2018
MARLI FERREIRA DA SILVA,Deputado Estadual,2018
MAURICIO RIBEIRO LEMOS FILHO,Deputado Estadual,2018
MAURO HENRIQUE TRAMONTE,Deputado Estadual,2018
MAYCON JOAN DE SOUZA,Deputado Estadual,2018
MAÍRA DOS SANTOS CARLOS,Deputado Federal,2018
MESSALA ROBERTA MONTEIRO,Deputado Estadual,2018
MICHEL IRRTHUM,Deputado Estadual,2018
MICHELE GUIMARAES BRETAS,Deputado Federal,2018
MIGUEL CORREA DA SILVA JÚNIOR,Senador,2018
MIRELLE ALVES SOARES,Deputado Federal,2018
MIRIAN CRISTINA CORREA ALVES,Deputado Federal,2018
Movimento Democrático Brasileiro,Deputado Estadual,2018
Movimento Democrático Brasileiro,Deputado Federal,2018
MÁRCIO DOS SANTOS MARINHO,Deputado Federal,2018
MÁRIO LÚCIO HERINGER,Deputado Federal,2018
NANCI ALVES DE OLIVEIRA,Deputado Estadual,2018
NATHALYA THAYS MOREIRA SANTOS OLIVEIRA,Deputado Federal,2018
NEIVALDO DE LIMA VIRGILIO,Deputado Estadual,2018
NELIO AURELIO DE SOUZA,Deputado Estadual,2018
NELQUIADES FERNANDES,Deputado Federal,2018
NEUZA APARECIDA FERREIRA ALVES,Deputado Estadual,2018
NILMARIO DE MIRANDA,Deputado Federal,2018
NORALDINO LUCIO DIAS JUNIOR,Deputado Estadual,2018
