NM_VOTAVEL,DS_CARGO,ANO
ZILDA APARECIDA DE OLIVEIRA DIAS,Deputado Federal,2018
VANDERLEI COELHO,Deputado Estadual,2018
CARLOS WILSON DE SOUZA PEREIRA,Deputado Estadual,2018
DANIEL OLIVEIRA MELO,Deputado Estadual,2018
GERALDO HELENO LOPES,Deputado Estadual,2018
HELOISA HELENA CABRAL DE CARVALHO,Deputado Federal,2018
ROSELI HEIDERICK COELHO PEREIRA,Deputado Estadual,2018
ROSEMARY CASSIA DA SILVA DINIZ,Deputado Estadual,2018
ALEXIS RANGEL DE MATOS,Deputado Federal,2018
ANTONIO JOSE BARBOSA,Deputado Federal,2018
ARIANE ALVES BARBOSA,Deputado Estadual,2018
ARSENIO BERBERT FERREIRA,Deputado Estadual,2018
CHRYSTIAN CESAR MARTILIANO DA SILVA,Deputado Estadual,2018
CRISTIANO GIMENES DE CARVALHO,Deputado Federal,2018
DALVA PEREIRA DE OLIVEIRA,Deputado Federal,2018
ELVIRO FERREIRA SAMPAIO,Deputado Estadual,2018
FERNANDO EUSTÁQUIO PEIXOTO DE MAGALHÃES,Deputado Federal,2018
FILOMENA MARIA DE FÁTIMA SILVA ,Deputado Estadual,2018
GERALDO MAGELA MARTINS DOS SANTOS,Deputado Estadual,2018
GILVANIA MORAES DOS SANTOS,Deputado Estadual,2018
GLEWTON DE SA GUIMARAES,Deputado Estadual,2018
IOLANDA PEREIRA DE OLIVEIRA BARBOSA,Deputado Estadual,2018
JARBAS DIAS LEANDRO,Deputado Estadual,2018
JOAO FILHO DE OLIVEIRA,Deputado Estadual,2018
JOSÉ DE SOUZA BARBOSA JUNIOR,Deputado Federal,2018
JOÃO BATISTA BARBOSA MANGABEIRA,Deputado Estadual,2018
JOÃO GILBERTO RIPPOSATI,Deputado Estadual,2018
JUVENIL LOPES FERREIRA,Deputado Estadual,2018
LEONIDAS JOSÉ VIEIRA FILHO,Deputado Federal,2018
LUCIMAR LÚCIO GARCIA,Deputado Estadual,2018
LUIZ ROCHA NETO,Deputado Estadual,2018
MARA REGINA TEIXEIRA GUIMARÃES,Deputado Estadual,2018
MARIA CORNELIA MOREIRA,Deputado Estadual,2018
MARIA DARCI OLIVEIRA SILVA,Deputado Estadual,2018
MARIA DE FATIMA DE JESUS,Deputado Estadual,2018
MARIA REALINA MORAES,Deputado Federal,2018
MARIA SIRLENE SILVA,Deputado Estadual,2018
MIGUEL DE FREITAS ASSIS ROCHA,Deputado Estadual,2018
NILTON EDUARDO CASTILHO COSTA E SILVA,Deputado Estadual,2018
OLAVO GUIMARAES DE FARIA,Deputado Estadual,2018
PAULA ROBERTA RAMOS DA CRUZ,Deputado Estadual,2018
PUBLIO CHAVES JUNIOR,Deputado Estadual,2018
RAFAELLA MARJORY MOREIRA SILVA,Deputado Estadual,2018
RAIANE SANTOS FRANCO DO PRADO,Deputado Federal,2018
RENATO HERBERT OLIVEIRA,Deputado Federal,2018
RENILDE PEREIRA DA SILVA,Deputado Estadual,2018
ROBERTO GOMES DE OLIVEIRA,Deputado Estadual,2018
RONDINELE JOSE DE SOUZA,Deputado Estadual,2018
ROSENVALDO CORREIA MENDONÇA ,Deputado Estadual,2018
SANDRA DE SOUZA SILVA,Deputado Estadual,2018
SERGIO APARECIDO CRUZ CARVALHO,Deputado Federal,2018
SIDNEI EUSTÁQUIO DOS SANTOS,Deputado Estadual,2018
SIMONE NASCIMENTO DIVINO,Deputado Estadual,2018
SOLANGE MEDEIROS DA SILVA,Deputado Estadual,2018
TATIANE THAÍS DA SILVA IZIDORO ROCHA,Deputado Estadual,2018
TÂMARA FEITOZA DE ALVARENGA,Deputado Federal,2018
URBANO SILVA,Deputado Estadual,2018
WALDONIR SOARES DE SOUZA,Deputado Estadual,2018
WELANY FERREIRA LEITE,Deputado Federal,2018
WILSON CESAR CAETANO,Deputado Estadual,2018
CLEBER TADEU SILVA SIQUEIRA,Deputado Federal,2018
DANIEL ARAUJO DO CARMO ,Deputado Estadual,2018
ELVIRA PIRES RAMOS,Deputado Federal,2018
LUCIANO BARBOSA VIANA,Deputado Estadual,2018
MARLUCE RODRIGUES PEREIRA DE PAIVA,Deputado Federal,2018
AGNALDO SILVA ALEXANDRE,Deputado Federal,2018
CILENE RIBEIRO RAULINO,Deputado Federal,2018
DOMINGOS SIQUEIRA RAMALHO,Deputado Federal,2018
EDICARLOS SOUSA PIRES JUNIOR,Deputado Federal,2018
EDMUNDO FERNANDO CUNHA,Deputado Estadual,2018
HEZIO HENRIQUE DA SILVA,Deputado Federal,2018
JULIANO FERREIRA DA SILVA,Deputado Estadual,2018
MARTA HELENA MARQUES JACOMINI,Deputado Federal,2018
JUVENAL ALVES DE SOUZA,Deputado Estadual,2018
PAULO ALVARES BABILÔNIA,Deputado Estadual,2018
SILVANA REGINA LOPES DA SILVA,Deputado Federal,2018
ALESSANDRA MOREIRA DA COSTA,Deputado Estadual,2018
ANTONIO PACIFICO ALVES PEREIRA,Deputado Federal,2018
ANTÔNIO JOAQUIM SOARES NETO,Deputado Estadual,2018
BENJAMIM JOSÉ OLIVEIRA SANTOS NETO,Deputado Federal,2018
DANYLO GONÇALVES SILVA,Deputado Estadual,2018
DEBORA CONSUELO SILVA,Deputado Federal,2018
DELCINEIA SANTOS SILVA,Deputado Estadual,2018
DÁRIO FAUSTO DE SOUZA,Deputado Estadual,2018
DÉCIO ADRIÃO DA FONSECA ,Deputado Estadual,2018
EDUARDO MENDONÇA,Deputado Estadual,2018
EMANUEL DA PAIXAO KAPPEL,Deputado Federal,2018
ETELVINA RAMALHO DOS SANTOS BATISTA,Deputado Estadual,2018
FABIO SANTOS DA HORA JUNIOR,Deputado Estadual,2018
FRANCISCO RIBEIRO,Deputado Estadual,2018
GERALDO DIAS AMADOR,Deputado Federal,2018
GILBERTO RODRIGUES DA SILVA,Deputado Estadual,2018
GLEIBE JOSE TERRA JUNIOR,Deputado Estadual,2018
GUSTAVO TUROLA DOS REIS,Deputado Estadual,2018
HOMERO FLAVIO DA SILVA,Deputado Federal,2018
ISMAEL DE OLIVEIRA,Deputado Federal,2018
JANAÍNA APARECIDA SANTOS,Deputado Estadual,2018
JORGE LUIZ DE SOUZA REIS,Deputado Federal,2018
JOSE MARCELO FRETEZ SILVA,Deputado Estadual,2018
JOSE ROBERTO MACEDO DE AZEVEDO,Deputado Estadual,2018
JOSÉ BERDIANO DA SILVA,Deputado Estadual,2018
JOÃO MOREIRA DE SOUSA,Deputado Federal,2018
JULIARINA APARECIDA DA CRUZ PEREIRA,Deputado Federal,2018
LAERTE CESARIO MATEUS,Deputado Federal,2018
LEIDIANE FELIPE DO NASCIMENTO ROCHA,Deputado Federal,2018
LOURINEI FRANCISCO DE SOUZA,Deputado Estadual,2018
LUCAS JARDIM PRATES,Deputado Estadual,2018
LUCAS PEREIRA BALIZA,Deputado Estadual,2018
LUCIA HELENA DE MORAIS DA SILVA,Deputado Federal,2018
LUCIA HELENA PEREIRA LIMA,Deputado Estadual,2018
LUIZ FLÁVIO DE CASTRO MADEIRA ,Deputado Estadual,2018
MAISA MENDES DE OLIVEIRA BARROS,Deputado Estadual,2018
MARCO AURELIO DE BARROS,Deputado Estadual,2018
MARIA DA CONCEIÇÃO ALEXANDRE FRANCELINO,Deputado Estadual,2018
RAULEM MARQUES BARROSO,Deputado Estadual,2018
RODRIGO DE MELO TEIXEIRA,Deputado Estadual,2018
ROSANA CLÁUDIA ZEFERINO DE SOUZA,Deputado Federal,2018
ROSEMIRIA ARACI DE LIMA SOUZA,Deputado Federal,2018
RUBEN DE SOUSA,Deputado Federal,2018
SADILSON CLEBER MOREIRA DE SOUZA,Deputado Estadual,2018
SIDNEY BRITO DE SOUZA,Deputado Estadual,2018
TANIA MARIA DE CASTRO,Deputado Estadual,2018
TELMA LUCIA SANTOS FREITAS,Deputado Estadual,2018
VANDERLEI ANTONIO DOS SANTOS,Deputado Federal,2018
VANESSA MARIA BARBOSA ABREU,Deputado Federal,2018
WASHINGTON SOARES ANDRADE BARBOSA,Deputado Estadual,2018
WILTON SILVA,Deputado Estadual,2018
CLAUDIO EDUARDO LOPES,Deputado Estadual,2018
GLAYSON JOHNNY GONÇALVES COELHO,Deputado Federal,2018
JOAO GONÇALVES FILHO,Deputado Federal,2018
LUIZ CLAUDIO RIBEIRO,Deputado Estadual,2018
ADILSON PINHEIRO DA SILVA,Deputado Federal,2018
FERNANDO LEITÃO ROCHA JUNIOR,Deputado Federal,2018
FERNANDO MENDES VASCONCELOS,Deputado Estadual,2018
GILMAR RODRIGUES DE OLIVEIRA,Deputado Estadual,2018
HEBERTH MARIO LUZ VERSIANI GUSMÃO,Deputado Estadual,2018
HELDER GOMES NEIVA,Deputado Federal,2018
IZAC GONÇALVES DOS SANTOS,Deputado Estadual,2018
IZAIAS DE JESUS CLEMENTE,Deputado Estadual,2018
JOSE ADAILTON SOUZA AGUIAR,Deputado Estadual,2018
JOSÉ CARLOS DE OLIVEIRA NUNES,Deputado Estadual,2018
JOSÉ NATANAEL DE JESUS,Deputado Estadual,2018
MARCIO CONCEIÇÃO SILVA,Deputado Estadual,2018
MIRACY SANTOS LIMA,Deputado Estadual,2018
MÁRCIO MARTINS NARDIM,Deputado Estadual,2018
SILVIO CÉSAR SOARES DA SILVA,Deputado Estadual,2018
WELMO JOSE DE ALMEIDA,Deputado Estadual,2018
ANGELA MARIA EUFRAZIO VENTURA,Deputado Estadual,2018
EDUARDO FERREIRA TAKAHASHI,Deputado Estadual,2018
JOSÉ BARRETO THOMAZ,Deputado Estadual,2018
MICHAEL JONATHAN BRAGA,Deputado Estadual,2018
NEUSA MACIEL VIEIRA,Deputado Estadual,2018
RONERVAL RODRIGUES DA SILVA,Deputado Estadual,2018
SILVANIA DE SOUSA PINTO,Deputado Estadual,2018
EDUARDO GOMES VIEIRA,Deputado Federal,2018
GISLAINE NERY DE SOUZA LIMA,Deputado Estadual,2018
ANDREIA MARIA TEOTONIO,Deputado Federal,2018
ANTÔNIO CARLOS DE ANDRADE,Deputado Federal,2018
CARLOS ALBERTO DA SILVA DIAS,Deputado Estadual,2018
CLAUDIONOR SILVA MIRANDA,Deputado Federal,2018
DENILSON FANTINI DE CARVALHO,Deputado Estadual,2018
ELCIO SILVA DE OLIVEIRA,Deputado Estadual,2018
FABIO TEIXEIRA SANTANA,Deputado Estadual,2018
FATIMA MARIA NOGUEIRA VAZ DE MELO ALVES,Deputado Estadual,2018
GERALDO DE OLIVEIRA SOUZA,Deputado Estadual,2018
HAMILTON DE OLIVEIRA LISBOA,Deputado Federal,2018
ISAC VIEIRA,Deputado Estadual,2018
ISLANDE ALVES PERDIGAO,Deputado Estadual,2018
MARIA DIVINA DA COSTA,Deputado Estadual,2018
MARIA HELENA FERNANDES,Deputado Estadual,2018
MARIA JOSÉ MARTINS GUIMARÃES,Deputado Estadual,2018
MARIA JUNIA PEREIRA SOBRINHO,Deputado Estadual,2018
MARIANA APARECIDA DOS SANTOS DINIZ,Deputado Estadual,2018
MARLENE APARECIDA FERNANDES,Deputado Estadual,2018
MOACIR PEREIRA COIMBRA,Deputado Federal,2018
RITA DE CÁSSIA DA SILVA CALÁCIO,Deputado Estadual,2018
SALUSTRIANO PEREIRA ANACLETO DA SILVA,Deputado Estadual,2018
SAND LUC SOARES DA COSTA,Deputado Estadual,2018
VERA LUCIA SILVA BENTO,Deputado Estadual,2018
EDVANIA MARIA FERNANDES,Deputado Estadual,2018
JOSE VILSON AMARAL,Deputado Federal,2018
JOSIAS DE BARROS PINHEIRO,Deputado Estadual,2018
JOÃO CALIXTO DE MORAIS,Deputado Estadual,2018
PEDRO FAUSTO DOS SANTOS,Deputado Estadual,2018
CARLA ARRUDA TAVARES,Deputado Estadual,2018
EDINICIO CAMPOS DA ROCHA,Deputado Estadual,2018
DARLAN ABDO MACHADO,Deputado Estadual,2018
DELMA GONÇALVES BATISTA,Deputado Federal,2018
EFIGENIA CRISTIAN DA SILVA SANTOS,Deputado Estadual,2018
JAINE SOLANGE MARTINS,Deputado Federal,2018
NEYSE DRUMMOND SALVADOR,Deputado Estadual,2018
EDERSON BATISTA BALBINO,Deputado Federal,2018
ELIANE MONICA FERNANDES LACERDA,Deputado Estadual,2018
LEONARDO PEREIRA DOS SANTOS,Deputado Estadual,2018
EDIVALDO DA MOTA SILVA,Deputado Estadual,2018
OSWALDO PEIXOTO GUIMARÃES,Deputado Estadual,2018
PAULA DE CASTRO MAIA,Deputado Federal,2018
PRISCILA RODRIGUES MAYRINK,Deputado Estadual,2018
RONILDO GONÇALVES DE SOUZA,Deputado Estadual,2018
AGNALDO DOS SANTOS ALVES,Deputado Estadual,2018
DENIS LUIZ DE ABREU,Deputado Estadual,2018
GABRIELLA CRISTINA DO CARMO,Deputado Estadual,2018
GLAYSON MATIAS BARBOSA,Deputado Estadual,2018
LETELIÊ FARIAS DE BARROS,Deputado Estadual,2018
MARIA DAS GRAÇAS ALVES,Deputado Estadual,2018
RONALDO MARTINS ROCHA,Deputado Federal,2018
ANTÔNIO GERALDO DE JESUS,Deputado Estadual,2018
CERGIO CARLOS DA SILVA MELLO,Deputado Federal,2018
CONCEIÇÃO MARIA CRUZ DA ROCHA,Deputado Estadual,2018
HELIO LUCIO DE OLIVEIRA,Deputado Estadual,2018
PEDRO HENRIQUE DA SILVA SANTOS,Deputado Estadual,2018
ROGERIO ALVES FERNANDES,Deputado Federal,2018
SAMUEL PEREIRA DA COSTA,Deputado Estadual,2018
IVANICE CALDEIRA DO AMARAL,Deputado Federal,2018
JOSLANE FURBINO TEIXEIRA,Deputado Estadual,2018
MARCELA DE JESUS COSTA,Deputado Federal,2018
MOAMED RACHID GARIFF NOLETO DE QUEIROZ,Deputado Estadual,2018
SÉRGIO MARTINS DA SILVA,Deputado Estadual,2018
ANDREA CELANI DOS REIS,Deputado Estadual,2018
CLAUDINEY FRANCISCO DA SILVA,Deputado Federal,2018
GERALDO MARQUES DOS SANTOS,Deputado Federal,2018
ISMENIA APARECIDA DE FREITAS,Deputado Federal,2018
WELLINGTON TADEU MACIEL,Deputado Estadual,2018
CARLOS ALBERTO SANTOS GONÇALVES,Deputado Estadual,2018
FRANCISCO FERNANDES BARBOSA,Deputado Estadual,2018
GERALDO FELIPE DA SILVA ,Deputado Federal,2018
JOSE JARBAS RAMALHO,Deputado Estadual,2018
JOSÉ RAIMUNDO DE SOUZA,Deputado Estadual,2018
PATRÍCIA MONTEIRO GOMES,Deputado Federal,2018
VALMIR EVANGELISTA MARTINS,Deputado Estadual,2018
ANTONIO FRANCISCO DE OLIVEIRA FILHO,Deputado Federal,2018
DANIELA DA SILVA PERDIGÃO FERNANDES FELICIANO,Deputado Estadual,2018
DULCINEIA MARTINS FREITAS,Deputado Estadual,2018
HELIO ALVES FERREIRA,Deputado Estadual,2018
JOEL DE JESUS ALVES,Deputado Estadual,2018
JOSE CARLOS COSTA SANTOS,Deputado Estadual,2018
JOSELENE BARBOSA DOS SANTOS ,Deputado Federal,2018
MARGARETE DAS DORES OLIVEIRA,Deputado Federal,2018
VANDERLEI SANTOS,Deputado Estadual,2018
WANDERSON FERREIRA,Deputado Federal,2018
LELIO PINHEIRO DE SOUZA,Deputado Estadual,2018
FERNANDO LUIZ FRANCO,Deputado Federal,2018
ANDREIA VERNER DE OLIVEIRA FELIX,Deputado Federal,2018
BRUNO FERREIRA ABREU,Deputado Estadual,2018
CELSO FRANCISCO OLIVEIRA DA SILVA,Deputado Federal,2018
CREUSA MARIA DOS SANTOS,Deputado Estadual,2018
DAVID VINICIUS DA SILVA SANTOS,Deputado Estadual,2018
EDSON LOPES DA SILVA,Deputado Federal,2018
ELAINE DE FATIMA ATADEU LEITE,Deputado Estadual,2018
FRANCISCO JOSÉ CALIXTO JUNIOR,Deputado Estadual,2018
JAIRIANE PAULA BRAZ GOMES,Deputado Federal,2018
JOSE FELIX DAS CHAGAS,Deputado Estadual,2018
JOSÉ EVARISTO SANTORO FILHO ,Deputado Estadual,2018
JULIO LOPES DOS REIS DO NASCIMENTO,Deputado Estadual,2018
LILIAM ANTONIA SALES ALMEIDA,Deputado Federal,2018
MARCOS ANTONIO MARTINHO,Deputado Estadual,2018
MARIA DE FÁTIMA SOUZA RODRIGUES,Deputado Federal,2018
MARIA DE LOURDES RIBEIRO,Deputado Estadual,2018
MARIA MARLY SOARES DE MORAIS,Deputado Federal,2018
MARIZABEL VIEIRA PACHECO,Deputado Estadual,2018
MIRIAN FERREIRA DUARTE,Deputado Federal,2018
MÁRIO INÁCIO JÚNIOR,Deputado Estadual,2018
RAPHAELA BAGGETTO SALES,Deputado Estadual,2018
SILAS TADEU FELIPE,Deputado Estadual,2018
TEREZINHA SADY DA SILVA,Deputado Estadual,2018
CLAUDINEI DE JESUS GOMES PINTO,Deputado Estadual,2018
JOÃO GUALBERTO BORGES,Deputado Estadual,2018
RICARDO ANTUNES GOMES DE OLIVEIRA,Deputado Federal,2018
GERALDO ROMUALDO DE FARIA,Deputado Estadual,2018
MARIA DAS GRAÇAS LIMA PAULINO,Deputado Federal,2018
ROBELIA PEREIRA DOS SANTOS,Deputado Federal,2018
WAGNER CAVALCANTE CÂNDIDO,Deputado Estadual,2018
AUGUSTA FERREIRA DE SOUZA,Deputado Estadual,2018
BRENDA APARECIDA REGIS FERREIRA,Deputado Estadual,2018
CASSIO ANTONIO ANATORIO,Deputado Estadual,2018
CLAUDIO NICOLETE SCHMIDT,Deputado Estadual,2018
ELIENE DOS REIS,Deputado Estadual,2018
ERICK SANTOS NAZARETH,Deputado Federal,2018
FRANCISCO JOSE GUIMARAES FILHO,Deputado Estadual,2018
GENEROSA COSTA DE OLIVEIRA,Deputado Estadual,2018
GIEZE VENTURA ROCHA,Deputado Estadual,2018
HASSIB HALIBCK DA SILVA,Deputado Estadual,2018
JOSÉ APARECIDO BARBOSA,Deputado Estadual,2018
JURANDIR DO CARMO ALAMIN,Deputado Estadual,2018
KENYA CRISTINA DE SOUZA,Deputado Estadual,2018
LÚCIA DE OLIVEIRA SANTOS PEREIRA,Deputado Estadual,2018
MARISTELA DA CONCEIÇÃO OLIVEIRA,Deputado Estadual,2018
UMILTON JOSÉ BENFICA,Deputado Estadual,2018
WELLINGTON LUIZ DA CONCEIÇÃO,Deputado Federal,2018
ALEXANDRE NASCIMENTO SANTOS,Deputado Estadual,2018
ARLEI GOMES DA CRUZ,Deputado Estadual,2018
ELMA GONÇALVES DO NASCIMENTO,Deputado Estadual,2018
GABRIELA FERREIRA MARRECO,Deputado Federal,2018
JOELSON PEREIRA DE MATOS,Deputado Federal,2018
MANOEL MESSIAS ALMEIDA,Deputado Estadual,2018
NILSON LEMOS,Deputado Estadual,2018
VANDERLEY FIDELIS,Deputado Estadual,2018
CLEVIA ALVES PEREIRA,Deputado Federal,2018
MARCIA MONTEIRO FERREIRA DELMAS,Deputado Estadual,2018
RODOLFO INACIO DUQUE NETO,Deputado Estadual,2018
ADÉLIA MARIA ALVES,Deputado Estadual,2018
AGLEISSON FELICIANO DOS SANTOS,Deputado Estadual,2018
ALAIDE SILVA DE LIMA,Deputado Estadual,2018
ALAIR DAMIAO DA SILVA,Deputado Estadual,2018
AMÉRICO ALEXANDRE CIANFARANI XAVIER,Deputado Estadual,2018
ANDERSON MARTUCHELI BENTO,Deputado Estadual,2018
ANDRE LUIZ FERREIRA,Deputado Estadual,2018
ANDREIA FABIANA DE CARVALHO,Deputado Estadual,2018
ANDRÉ RICARDO ALVES MARTINS,Deputado Estadual,2018
ANGELA MARIA DE PAIVA SILVA,Deputado Federal,2018
ANTONIO FERNANDO FERREIRA,Deputado Estadual,2018
ANTONIO FERREIRA PINTO ,Deputado Federal,2018
ANTONIO JOÃO DE SOUZA,Deputado Estadual,2018
ANTÔNIO BRANDÃO FILHO,Deputado Federal,2018
ANTÔNIO PINTO SILVA,Deputado Estadual,2018
APARECIDA MARIA DA SILVA RAMOS,Deputado Estadual,2018
AYSSHAME JÉSSICA ALVES COSTA,Deputado Estadual,2018
CARLA CRISTIANE DE CASTRO,Deputado Federal,2018
CASSIA HELENA SILVA MAGALHÃES MOURA,Deputado Estadual,2018
CELIA MAGDA GUSMAO,Deputado Federal,2018
CELIA REGINA DE SOUSA PEREIRA,Deputado Federal,2018
CELSO TEIXEIRA MARTINS,Deputado Estadual,2018
CIRLANE PEREIRA DOS SANTOS,Deputado Federal,2018
CLARA LUCIA DE ANDRADE,Deputado Federal,2018
CLAUDIA CASTRO LUIZ DA SILVA,Deputado Estadual,2018
CLESSIA SANTANA DA MATTA ROCHA,Deputado Federal,2018
CLEUZA ALVES,Deputado Estadual,2018
CLEUZA MARIA SANTOS QUEIROGA,Deputado Estadual,2018
DANIEL DESLANDES DE TOLEDO,Deputado Estadual,2018
DANIEL MARQUEZINI DE CARVALHO,Deputado Estadual,2018
DANILO NEY DEPS MARTINS,Deputado Federal,2018
DELFINA LOPES MAGALHÃES,Deputado Estadual,2018
DENISE COUTINHO DE MELO NASCIMENTO,Deputado Estadual,2018
DENISE MARIA PEREIRA DE CASTRO,Deputado Estadual,2018
DIRLENE LOURENÇA DE JESUS,Deputado Estadual,2018
EDILEUZA APARECIDA MARTINS DA SILVA,Deputado Estadual,2018
EDIVALDO ALVES,Deputado Federal,2018
EDSON FERREIRA DO NASCIMENTO,Deputado Estadual,2018
EFIGENIA DE FÁTIMA DE OLIVEIRA,Deputado Estadual,2018
EGLEN BATISTA,Deputado Estadual,2018
ELISANGELA APARECIDA TAVARES RIBEIRO,Deputado Estadual,2018
ELIZABETH SIMÕES,Deputado Federal,2018
ELMANO PIO DOS SANTOS,Deputado Federal,2018
ELTON CÉSAR PRATES,Deputado Estadual,2018
ELTON DAS GRAÇAS BOIS,Deputado Estadual,2018
EUTÁLIO BARCELOS CAMARGO,Deputado Estadual,2018
EVANIRA APARECIDA DA PENHA,Deputado Estadual,2018
FABRICIO SIMIÃO DA SILVA,Deputado Estadual,2018
FABÍOLA ALEXANDRA GONÇALVES CARVALHO,Deputado Estadual,2018
FELIPE VIEIRA DA SILVA DOS SANTOS,Deputado Estadual,2018
FERNABDO SILVA DE CASTRO,Deputado Estadual,2018
FERNANDA FLORENTINO DA SILVA,Deputado Estadual,2018
FERNANDA RITA SOARES DO NASCIMENTO,Deputado Estadual,2018
FERNANDO RIBEIRO DOS SANTOS,Deputado Estadual,2018
FLAVIA LEDIANE DE OLIVEIRA SIMAS,Deputado Estadual,2018
GEOVANE DA CONCEIÇÃO ESTANISLAU,Deputado Estadual,2018
GERALDO DA SILVA DA CUNHA CUSTÓDIO,Deputado Estadual,2018
GERALDO JOSE DE SOUZA,Deputado Estadual,2018
GERALDO VALERIANO,Deputado Estadual,2018
GILSON FRANCISCO FERREIRA,Deputado Estadual,2018
GLEICE MARA PIRES DIAS,Deputado Estadual,2018
GUSTAVO AGUIAR BARRETO,Deputado Estadual,2018
HALLEY OLIVEIRA DE CARVALHO,Deputado Estadual,2018
IDALINO JOSÉ BOTELHO FILHO,Deputado Estadual,2018
ILVANA LUCIA DE LIMA,Deputado Estadual,2018
IRACI ALVES DA ROCHA GOMES,Deputado Estadual,2018
IVANY MARIA DE OLIVEIRA,Deputado Estadual,2018
JACIRA DO CARMO FERREIRA,Deputado Federal,2018
JANAINA MENDES CONCEIÇÃO,Deputado Estadual,2018
JAQUELINE ALVES REZENDE,Deputado Estadual,2018
JESSICA MARCELA MARTINS SILVA,Deputado Estadual,2018
JESSICA RAFAELA BRAGA CHRISPIM,Deputado Estadual,2018
JESUS FERREIRA DE MELLO,Deputado Federal,2018
JOICE JÚLIA DE DEUS ROSA,Deputado Estadual,2018
JORCINEY NASCIMENTO BORGES,Deputado Estadual,2018
JORGE ALEXANDRE MAXIMIANO,Deputado Estadual,2018
JORGE CIPRIANO GOMES,Deputado Estadual,2018
JORGE DE ALMEIDA SILVA,Deputado Estadual,2018
JOSE MARCOS DE CARVALHO PEREIRA,Deputado Estadual,2018
JOSE RENATO DE CASTRO,Deputado Estadual,2018
JOSIANE LAGE GONÇALVES,Deputado Estadual,2018
JOSIE KELLY ROSA SALGADO,Deputado Estadual,2018
JOSILENE DA COSTA NEVES,Deputado Estadual,2018
JOSÉ CARLOS BATISTA BRAGA,Deputado Estadual,2018
JOSÉ ROBERTO DA SILVA GHIGNATTI,Deputado Estadual,2018
JULIANA RODRIGUES BARBOSA,Deputado Estadual,2018
JUNIO CESAR ALVES TEIXEIRA LOPES,Deputado Estadual,2018
KARINY GOMES DA SILVA,Deputado Estadual,2018
LEONOR FERREIRA DOS SANTOS,Deputado Estadual,2018
LUCAS ANTONIO DE MORAIS,Deputado Estadual,2018
LUCAS SOUZA FAVORETTI,Deputado Federal,2018
LUCIA HELENA DA SILVA COSTA,Deputado Estadual,2018
LUCIANO FIETTO NASCIMENTO,Deputado Estadual,2018
LUDIMILA RODRIGUES DOS SANTOS,Deputado Estadual,2018
LUIZ CARLOS CABREIRA BANDEIRA,Deputado Estadual,2018
LUIZ CESAR BARBABELLA MALTEZ,Deputado Estadual,2018
MAGDA LUCIA VIANA,Deputado Estadual,2018
MAGNOLIA RODRIGUES DE SOUZA,Deputado Estadual,2018
MARCELO FREITAS DE OLIVEIRA,Deputado Federal,2018
MARCIA EVANGELISTA FAGUNDES,Deputado Estadual,2018
MARCIO ALEXANDRE AZEVEDO JARDIM,Deputado Estadual,2018
MARIA DA CONCEIÇÃO SALES,Deputado Federal,2018
MARIA DAS DORES RIBEIRO,Deputado Estadual,2018
MARIA DE FÁTIMA RODRIGUES ALVES,Deputado Estadual,2018
MARIA DE LOURDES DIAS DA SILVA,Deputado Federal,2018
MARIA GERALDA DA SILVA MOREIRA,Deputado Estadual,2018
MARIA HELENA CORNELIO DA SILVA,Deputado Estadual,2018
MARIA LUCIA SOARES MAYER,Deputado Federal,2018
MARIA REJANE CALHEIRO LACERDA,Deputado Estadual,2018
MARIA SANDRA ALMEIDA DOS SANTOS,Deputado Estadual,2018
MARILEI SANTOS PEREIRA,Deputado Federal,2018
MARILIA DOS SANTOS MARTINEZ,Deputado Estadual,2018
MARINA MARTA DA SILVA MENDES,Deputado Estadual,2018
MARINALVA MENDES DA SILVA,Deputado Estadual,2018
MARINHO DOS SANTOS FIGUEIREDO,Deputado Estadual,2018
MARLENE DE FREITAS GUEDES ABREU,Deputado Estadual,2018
MARLI ALVES DOS SANTOS,Deputado Federal,2018
MARY ELLEN DA SILVA CUNHA,Deputado Federal,2018
MAX VALMIR FERREIRA,Deputado Federal,2018
MAXWELL DE OLIVEIRA CAMPOS,Deputado Estadual,2018
MESSIAS DIOGO DOS SANTOS,Deputado Estadual,2018
MILTON GONÇALVES PEREIRA,Deputado Estadual,2018
MIRELLA CLARA DE SOUZA,Deputado Estadual,2018
MIRIAM LOPES SILVA OLIVEIRA,Deputado Federal,2018
MONICA DA SILVA ARAUJO,Deputado Estadual,2018
MONIQUE ILTIS DE CASTRO PIETRA CARDOSO,Deputado Estadual,2018
MÔNICA APARECIDA HENRIQUES,Deputado Estadual,2018
NAIR RODRIGUES CALDEIRA,Deputado Estadual,2018
NATALIA CAROLINA MENEZES,Deputado Estadual,2018
OBADIAS PAIXÃO DA SILVA,Deputado Estadual,2018
ORLANDO ANTONIO DE JESUS,Deputado Estadual,2018
ORLANI CARLOS DA SILVA,Deputado Estadual,2018
PALOMA CAROLINA PEREIRA,Deputado Federal,2018
PAULO BATISTA SILVA,Deputado Estadual,2018
PAULO RAMOS DOS SANTOS,Deputado Estadual,2018
PEDRO GILVAN BARBOSA DA ROCHA,Deputado Federal,2018
PEDRO HENRIQUE ROCHA RIBEIRO,Deputado Estadual,2018
RAFAEL DE MOURA ALVES PEREIRA,Deputado Estadual,2018
RAISSA IZABEL SALUSTIANO RESENDE,Deputado Federal,2018
