NM_MUNICIPIO,NM_VOTAVEL,DS_CARGO,QT_VOTOS,ELEITO
SÃO JOÃO EVANGELISTA,SEBASTIAO ROCHA CARVALHO,VEREADOR,171,NAO
SÃO JOÃO EVANGELISTA,VALMIRAR SOARES DA SILVA,VEREADOR,260,NAO
SÃO JOÃO EVANGELISTA,VICENTE SILVA CARVALHO,VEREADOR,459,NAO
SÃO JOÃO EVANGELISTA,WILERSON RENE PIMENTA FELIPE,VEREADOR,475,NAO
SÃO JOÃO NEPOMUCENO,ADAUTO JORGE DE MENDONÇA,VEREADOR,21,NAO
SÃO JOÃO NEPOMUCENO,ADEMAR JOSÉ DO NASCIMENTO,VEREADOR,51,NAO
SÃO JOÃO NEPOMUCENO,ADÃO JORGE NUNES DE OLIVEIRA,VEREADOR,16,NAO
SÃO JOÃO NEPOMUCENO,ALAOR SEBASTIÃO PIRES,VEREADOR,46,NAO
SÃO JOÃO NEPOMUCENO,ALESSANDRO DIAS CAMILO,VEREADOR,25,NAO
SÃO JOÃO NEPOMUCENO,ALESSANDRO FARIA DE OLIVEIRA,VEREADOR,74,NAO
SÃO JOÃO NEPOMUCENO,ALEX CAMPOS ALVES,VEREADOR,94,NAO
SÃO JOÃO NEPOMUCENO,ALÉCIO CAMILO JÚNIOR,VEREADOR,31,NAO
SÃO JOÃO NEPOMUCENO,ANA MARIA DA CRUZ ANDRE,VEREADOR,9,NAO
SÃO JOÃO NEPOMUCENO,ANADIR DE ALMADA BAPTISTA,VEREADOR,7,NAO
SÃO JOÃO NEPOMUCENO,ANDERSON MÁRCIO DE FARIA,VEREADOR,35,NAO
SÃO JOÃO NEPOMUCENO,ANDRE LUIZ MANZO PEREIRA,VEREADOR,193,NAO
SÃO JOÃO NEPOMUCENO,ANGELA MARIA FLORENTINO,VEREADOR,35,NAO
SÃO JOÃO NEPOMUCENO,ANGÉLICA DE SOUZA REIS,VEREADOR,24,NAO
SÃO JOÃO NEPOMUCENO,ANTONIO BRAZ ALVES COELHO,VEREADOR,246,NAO
SÃO JOÃO NEPOMUCENO,ANTONIO CARLOS GIRARDI,VEREADOR,60,NAO
SÃO JOÃO NEPOMUCENO,ANTONIO JOSE DA COSTA,VEREADOR,1101,SIM (2016)
SÃO JOÃO NEPOMUCENO,ANTONIO JOSE SOARES,VEREADOR,54,NAO
SÃO JOÃO NEPOMUCENO,ANTONIO MARCIO NOVATO DO CARMO,VEREADOR,57,NAO
SÃO JOÃO NEPOMUCENO,ANTONIO MARCOS LOPES,VEREADOR,12,NAO
SÃO JOÃO NEPOMUCENO,AURILENE LUZIA NOGUEIRA SILVA,VEREADOR,44,NAO
SÃO JOÃO NEPOMUCENO,BIANCA BUZZINARI DA SILVA,VEREADOR,41,NAO
SÃO JOÃO NEPOMUCENO,BRASINA APARECIDA PONTES,VEREADOR,11,NAO
SÃO JOÃO NEPOMUCENO,BRUNO BUZINARI LOUZADA,VEREADOR,166,NAO
SÃO JOÃO NEPOMUCENO,BRUNO COUTINHO DE MELO,VEREADOR,86,NAO
SÃO JOÃO NEPOMUCENO,CARLOS ALBERTO DOS SANTOS,VEREADOR,271,SIM (2016)
SÃO JOÃO NEPOMUCENO,CARLOS FRANCISCO DE ASSIS,VEREADOR,32,NAO
SÃO JOÃO NEPOMUCENO,CARLOS RENATO VENTURINI,VEREADOR,70,NAO
SÃO JOÃO NEPOMUCENO,CESAR FAVERO NETO,VEREADOR,244,NAO
SÃO JOÃO NEPOMUCENO,CLAUDIA APARECIDA MENDANHA DE OLIVEIRA,VEREADOR,32,NAO
SÃO JOÃO NEPOMUCENO,CLEUZA DA SILVA PEREIRA,VEREADOR,32,NAO
SÃO JOÃO NEPOMUCENO,CLÁUDIO HELENO MARCELINO,VEREADOR,63,NAO
SÃO JOÃO NEPOMUCENO,CRISTIANO AGLIO DE ABREU,VEREADOR,75,NAO
SÃO JOÃO NEPOMUCENO,DALILA CABETTE FÁVERO,VEREADOR,17,NAO
SÃO JOÃO NEPOMUCENO,DALILLA CINTRA BARBOSA FENTON,VEREADOR,62,NAO
SÃO JOÃO NEPOMUCENO,DANIEL FERREIRA NEVES,VEREADOR,190,NAO
SÃO JOÃO NEPOMUCENO,DANILO FURTADO FAVERO,VEREADOR,46,NAO
SÃO JOÃO NEPOMUCENO,DENIS DESSUPOIO REZENDE,VEREADOR,12,NAO
SÃO JOÃO NEPOMUCENO,DIEGO RODRIGO DA SILVA,VEREADOR,248,NAO
SÃO JOÃO NEPOMUCENO,EDISON DE SOUZA SILVA,VEREADOR,446,NAO
SÃO JOÃO NEPOMUCENO,ELAINE CAMPOS FERREIRA,VEREADOR,14,NAO
SÃO JOÃO NEPOMUCENO,ELIANA BATISTA MOREIRA,VEREADOR,19,NAO
SÃO JOÃO NEPOMUCENO,ELIDA MARIA CALEGARO,VEREADOR,28,NAO
SÃO JOÃO NEPOMUCENO,ELISETTE NICODEMOS,VEREADOR,82,NAO
SÃO JOÃO NEPOMUCENO,ELVANDRA APARECIDA MATOS MACHADO,VEREADOR,24,NAO
SÃO JOÃO NEPOMUCENO,ERICA APARECIDA DE OLIVEIRA,VEREADOR,13,NAO
SÃO JOÃO NEPOMUCENO,EVERSON DE SOUZA REZENDE,VEREADOR,82,NAO
SÃO JOÃO NEPOMUCENO,FABIANA DA SILVA COSTA,VEREADOR,4,NAO
SÃO JOÃO NEPOMUCENO,FRANCISCO AUGUSTO BAPTISTA DE OLIVEIRA CARILLO,VEREADOR,488,NAO
SÃO JOÃO NEPOMUCENO,FRANCISCO RUFINO DE MORAIS,VEREADOR,46,NAO
SÃO JOÃO NEPOMUCENO,GABRIEL VERARDO LOURES,VEREADOR,194,NAO
SÃO JOÃO NEPOMUCENO,GELSON DIAS SOARES,VEREADOR,70,NAO
SÃO JOÃO NEPOMUCENO,GEORGE BEZERRA DA SILVA,VEREADOR,230,NAO
SÃO JOÃO NEPOMUCENO,GERALDO HELENO PINTO,VEREADOR,51,NAO
SÃO JOÃO NEPOMUCENO,GILSON DA COSTA OLIVEIRA,VEREADOR,19,NAO
SÃO JOÃO NEPOMUCENO,GUILHERME CARLOS TIGLIA,VEREADOR,11,NAO
SÃO JOÃO NEPOMUCENO,GUILHERME DEL VECCHIO MONTEIRO DA SILVA,VEREADOR,173,NAO
SÃO JOÃO NEPOMUCENO,GUSTAVO LIMA DA PRATA,VEREADOR,234,NAO
SÃO JOÃO NEPOMUCENO,HEBER FIDELIS DE ALMEIDA,VEREADOR,47,NAO
SÃO JOÃO NEPOMUCENO,HELDEMIR AZEVEDO ALVES,VEREADOR,283,NAO
SÃO JOÃO NEPOMUCENO,HERALDO BARBOSA GRUPPI,VEREADOR,151,NAO
SÃO JOÃO NEPOMUCENO,HERALDO RAVAGNANI,VEREADOR,12,NAO
SÃO JOÃO NEPOMUCENO,HERCULANO BADOCO RODRIGUES FILHO,VEREADOR,212,NAO
SÃO JOÃO NEPOMUCENO,ILCY MARIA NEVES DE SOUZA,VEREADOR,6,NAO
SÃO JOÃO NEPOMUCENO,IRIO HENRIQUES FURTADO FILHO,VEREADOR,503,NAO
SÃO JOÃO NEPOMUCENO,JACKELINE DO CARMO BORGES,VEREADOR,35,NAO
SÃO JOÃO NEPOMUCENO,JAILTON BOTTO MACHADO,VEREADOR,20,NAO
SÃO JOÃO NEPOMUCENO,JAIRO NOGUEIRA FURTADO,VEREADOR,132,NAO
SÃO JOÃO NEPOMUCENO,JESSICA APARECIDA MACHADO DE SOUZA,VEREADOR,6,NAO
SÃO JOÃO NEPOMUCENO,JOAO BATISTA VASCONCELOS,VEREADOR,63,NAO
SÃO JOÃO NEPOMUCENO,JOAQUIM ANTONIO DE MENDONÇA NETTO,VEREADOR,2,NAO
SÃO JOÃO NEPOMUCENO,JOAQUIM AUGUSTO PEREIRA MACHADO,VEREADOR,70,NAO
SÃO JOÃO NEPOMUCENO,JOAQUIM GERALDO LAMAS LEITE,VEREADOR,26,NAO
SÃO JOÃO NEPOMUCENO,JOMAR PICORONE,VEREADOR,11,NAO
SÃO JOÃO NEPOMUCENO,JORGE DE SOUZA LIMA,VEREADOR,58,NAO
SÃO JOÃO NEPOMUCENO,JOSE CARLOS DE FARIA,VEREADOR,14,NAO
SÃO JOÃO NEPOMUCENO,JOSE MANOEL FERNANDES NETO,VEREADOR,85,NAO
SÃO JOÃO NEPOMUCENO,JOSE MARIA RODRIGUES,VEREADOR,33,NAO
SÃO JOÃO NEPOMUCENO,JOSEMAR ALBANO DE FREITAS,VEREADOR,85,NAO
SÃO JOÃO NEPOMUCENO,JOSIANE CANDIDO GUIMARAES,VEREADOR,1,NAO
SÃO JOÃO NEPOMUCENO,JOSÉ ANTÔNIO DA COSTA,VEREADOR,113,NAO
SÃO JOÃO NEPOMUCENO,JOSÉ ANTÔNIO GALVÃO DUARTE DE OLIVEIRA,VEREADOR,188,NAO
SÃO JOÃO NEPOMUCENO,JOSÉ BRAZ DA COSTA PEDRO,VEREADOR,47,NAO
SÃO JOÃO NEPOMUCENO,JOSÉ BRAZ PEREIRA,VEREADOR,46,NAO
SÃO JOÃO NEPOMUCENO,JOSÉ LUCIANO VALENTE FONSECA,VEREADOR,106,NAO
SÃO JOÃO NEPOMUCENO,JOSÉ LUIS DOMINGOS,VEREADOR,89,NAO
SÃO JOÃO NEPOMUCENO,JOSÉ MARIA DE ALMEIDA,VEREADOR,279,NAO
SÃO JOÃO NEPOMUCENO,JOSÉ MÁRCIO GOMES,VEREADOR,125,NAO
SÃO JOÃO NEPOMUCENO,JOÃO BATISTA VIEIRA DA SILVA,VEREADOR,47,NAO
SÃO JOÃO NEPOMUCENO,JOÃO LUIZ PIRES,VEREADOR,166,NAO
SÃO JOÃO NEPOMUCENO,JOÃO NEPOMUCENO DE CASTRO LOBÃO,VEREADOR,129,NAO
SÃO JOÃO NEPOMUCENO,JULIO CESAR RODRIGUES CANDIDO,VEREADOR,35,NAO
SÃO JOÃO NEPOMUCENO,JÓIA DALVA DE ALMEIDA CASTRO NEVES,VEREADOR,4,NAO
SÃO JOÃO NEPOMUCENO,LARISSA DE SOUZA RODRIGUES,VEREADOR,8,NAO
SÃO JOÃO NEPOMUCENO,LAZARO CEZAR MONTORSI,VEREADOR,192,NAO
SÃO JOÃO NEPOMUCENO,LEANDRA MARIA PINTO,VEREADOR,8,NAO
SÃO JOÃO NEPOMUCENO,LEIA ANTUNES ALVES,VEREADOR,13,NAO
SÃO JOÃO NEPOMUCENO,LEO MARCIO DE SOUZA LEITE,VEREADOR,22,NAO
SÃO JOÃO NEPOMUCENO,LEONARDO GOMES DE MORAIS,VEREADOR,7,NAO
SÃO JOÃO NEPOMUCENO,LETERCI MARTINO DA SILVA,VEREADOR,38,NAO
SÃO JOÃO NEPOMUCENO,LUCIA APARECIDA DA SILVA MOREIRA,VEREADOR,52,NAO
SÃO JOÃO NEPOMUCENO,LUCIANO DE OLIVEIRA,VEREADOR,142,NAO
SÃO JOÃO NEPOMUCENO,LUIS ANTONIO DE LIMA MUSCARDI,VEREADOR,84,NAO
SÃO JOÃO NEPOMUCENO,LUIS HELENO FRANCISCO DE SOUZA,VEREADOR,80,NAO
SÃO JOÃO NEPOMUCENO,LUIZ GUILHERME DOS SANTOS NASCIMENTO,VEREADOR,88,NAO
SÃO JOÃO NEPOMUCENO,LUIZ HENRIQUE DIAS DE CASTRO,VEREADOR,310,NAO
SÃO JOÃO NEPOMUCENO,LÉO MARCIO MASSUCATTI,VEREADOR,50,NAO
SÃO JOÃO NEPOMUCENO,MARCELO BARBOSA ANTONUCCI,VEREADOR,119,NAO
SÃO JOÃO NEPOMUCENO,MARCELO BRITO SOARES,VEREADOR,25,NAO
SÃO JOÃO NEPOMUCENO,MARCO AURÉLIO RABELO,VEREADOR,57,NAO
SÃO JOÃO NEPOMUCENO,MARIA APARECIDA ABRÃO DARÉ,VEREADOR,35,NAO
SÃO JOÃO NEPOMUCENO,MARIA CECILIA NEVES DE SOUZA,VEREADOR,16,NAO
SÃO JOÃO NEPOMUCENO,MARIA CELIA RICCI,VEREADOR,46,NAO
SÃO JOÃO NEPOMUCENO,MARIA DA GLÓRIA DE OLIVEIRA,VEREADOR,32,NAO
SÃO JOÃO NEPOMUCENO,MARIA IMACULADA DE SOUZA DETONI,VEREADOR,52,NAO
SÃO JOÃO NEPOMUCENO,MARIA NATÁLIA DA SILVA FERNANDES,VEREADOR,1,NAO
SÃO JOÃO NEPOMUCENO,MARIANA DIAS LIMA DO CARMO,VEREADOR,20,NAO
SÃO JOÃO NEPOMUCENO,MARLENE DE ALMEIDA LANINI,VEREADOR,19,NAO
SÃO JOÃO NEPOMUCENO,MARLENE MENDONÇA DA SILVA,VEREADOR,78,NAO
SÃO JOÃO NEPOMUCENO,MARLI DE FREITAS ALVES,VEREADOR,26,NAO
SÃO JOÃO NEPOMUCENO,MARLI MOREIRA,VEREADOR,14,NAO
SÃO JOÃO NEPOMUCENO,MILTON LADISLAU DA SILVA NETO,VEREADOR,21,NAO
SÃO JOÃO NEPOMUCENO,MONIQUE NOGUEIRA GOMES,VEREADOR,19,NAO
SÃO JOÃO NEPOMUCENO,NARCINDO ELISIO AGLIO,VEREADOR,36,NAO
SÃO JOÃO NEPOMUCENO,NATAL JÚNIOR DA SILVA SOUZA,VEREADOR,115,NAO
SÃO JOÃO NEPOMUCENO,NEI MEDINA DE OLIVEIRA,VEREADOR,612,NAO
SÃO JOÃO NEPOMUCENO,NEUSA MARIA ALVES DUTRA,VEREADOR,13,NAO
SÃO JOÃO NEPOMUCENO,ODAIR JOSÉ NUNES,VEREADOR,136,NAO
SÃO JOÃO NEPOMUCENO,ODETE MENDONÇA DE FREITAS,VEREADOR,71,NAO
SÃO JOÃO NEPOMUCENO,OLIVIA DE JESUS MACHADO,VEREADOR,10,NAO
SÃO JOÃO NEPOMUCENO,ONOFRE FARIA DE OLIVEIRA,VEREADOR,201,NAO
SÃO JOÃO NEPOMUCENO,PATRICIA DESSUPOIO DETONE,VEREADOR,103,NAO
SÃO JOÃO NEPOMUCENO,PAULA ALVES SANTANA,VEREADOR,11,NAO
SÃO JOÃO NEPOMUCENO,PAULO ANTONIO DA SILVA,VEREADOR,155,NAO
SÃO JOÃO NEPOMUCENO,PAULO CESAR DE SOUZA BARREIROS,VEREADOR,196,NAO
SÃO JOÃO NEPOMUCENO,PAULO ROBERTO DESSUPOIO,VEREADOR,27,NAO
SÃO JOÃO NEPOMUCENO,PAULO ROBERTO RODRIGUES,VEREADOR,82,NAO
SÃO JOÃO NEPOMUCENO,RAFAEL JESUS RODRIGUES,VEREADOR,51,NAO
SÃO JOÃO NEPOMUCENO,RAFAELA GOMES,VEREADOR,28,NAO
SÃO JOÃO NEPOMUCENO,RAQUEL DA SILVA LIMA,VEREADOR,128,NAO
SÃO JOÃO NEPOMUCENO,REGINA COELI ROCHA,VEREADOR,223,NAO
SÃO JOÃO NEPOMUCENO,RENATO ESTEVÃO DE MORAIS,VEREADOR,82,NAO
SÃO JOÃO NEPOMUCENO,RENIRALDO DA SILVA DE OLIVEIRA,VEREADOR,279,NAO
SÃO JOÃO NEPOMUCENO,RILDO HELENO PINTON,VEREADOR,62,NAO
SÃO JOÃO NEPOMUCENO,ROBERTO CARLOS PACE DO NASCIMENTO,VEREADOR,32,NAO
SÃO JOÃO NEPOMUCENO,RODRIGO BARBOSA RIBEIRO,VEREADOR,376,NAO
SÃO JOÃO NEPOMUCENO,ROGÉRIO LUIS DA SILVA SABINO,VEREADOR,68,NAO
SÃO JOÃO NEPOMUCENO,ROMIR DA SILVA TORRES,VEREADOR,15,NAO
SÃO JOÃO NEPOMUCENO,RONALDO SOARES PEREIRA,VEREADOR,88,NAO
SÃO JOÃO NEPOMUCENO,ROSANIA CRISTINA CAÇADOR,VEREADOR,20,NAO
SÃO JOÃO NEPOMUCENO,RUY RODRIGUES BARBOSA,VEREADOR,296,NAO
SÃO JOÃO NEPOMUCENO,SEBASTIÃO ALVES LIMA FILHO,VEREADOR,39,NAO
SÃO JOÃO NEPOMUCENO,SERGIO ADRIANO CANDIDO,VEREADOR,41,NAO
SÃO JOÃO NEPOMUCENO,SHEILA APARECIDA GONÇALVES NEVES,VEREADOR,29,NAO
SÃO JOÃO NEPOMUCENO,SILVANIA MARIA SOUZA DA SILVA,VEREADOR,6,NAO
SÃO JOÃO NEPOMUCENO,SOLANGE EULÁLIA DA SILVA SANTIAGO,VEREADOR,13,NAO
SÃO JOÃO NEPOMUCENO,SÉRGIO DA SILVA,VEREADOR,47,NAO
SÃO JOÃO NEPOMUCENO,TANEA MARIA DA SILVA COSTA,VEREADOR,2,NAO
SÃO JOÃO NEPOMUCENO,TARCISIO DE OLIVEIRA ANTONIO,VEREADOR,42,NAO
SÃO JOÃO NEPOMUCENO,TARCÍSIO OLIVEIRA DE MESQUITA,VEREADOR,84,NAO
SÃO JOÃO NEPOMUCENO,VALDECI NOVATO DO CARMO,VEREADOR,110,NAO
SÃO JOÃO NEPOMUCENO,VALDEMAR JOSÉ DE BRITO,VEREADOR,8,NAO
SÃO JOÃO NEPOMUCENO,VALTER BENTO DA SILVA,VEREADOR,53,NAO
SÃO JOÃO NEPOMUCENO,YURI FERREIRA TAVARES DE JESUS,VEREADOR,12,NAO
SÃO JOÃO NEPOMUCENO,ZELITA RODRIGUES CABETTI,VEREADOR,82,NAO
SÃO LOURENÇO,ABEL GOULART FERREIRA,VEREADOR,458,NAO
SÃO LOURENÇO,ADILSON FERNANDES GONÇALVES,VEREADOR,260,NAO
SÃO LOURENÇO,ADRIMERE JULIANE FAGUNDES TRANI,VEREADOR,3,NAO
SÃO LOURENÇO,AFRANIO CARVALHO DA SILVA,VEREADOR,20,NAO
SÃO LOURENÇO,AGILSANDER RODRIGUES DA SILVA,VEREADOR,947,SIM (2016)
SÃO LOURENÇO,ALDAGIZA MARIA DE OLIVEIRA,VEREADOR,8,NAO
SÃO LOURENÇO,ALESSANDRA DO PRADO VAZ,VEREADOR,55,NAO
SÃO LOURENÇO,ALEXANDRE PAULINO LOPES,VEREADOR,250,NAO
SÃO LOURENÇO,AMAURY PINTO COSENZA,VEREADOR,30,NAO
SÃO LOURENÇO,ANA CAROLINA FELICIANO MACIEL,VEREADOR,67,NAO
SÃO LOURENÇO,ANA CLAUDIA DE SOUZA,VEREADOR,1,NAO
SÃO LOURENÇO,ANA MARIA DAMASCENO,VEREADOR,18,NAO
SÃO LOURENÇO,ANA MARIA LEMES,VEREADOR,124,NAO
SÃO LOURENÇO,ANA PAULA RODRIGUES DO AMARAL,VEREADOR,4,NAO
SÃO LOURENÇO,ANDERSON DOS SANTOS NORONHA,VEREADOR,133,NAO
SÃO LOURENÇO,ANDERSON MORAES BARBOSA,VEREADOR,37,NAO
SÃO LOURENÇO,ANDREIA DA SILVA,VEREADOR,85,NAO
SÃO LOURENÇO,ANTONIO CARLOS DE OLIVEIRA,VEREADOR,72,NAO
SÃO LOURENÇO,ANTÔNIO CARLOS CANAVERDE SANCHES,VEREADOR,369,NAO
SÃO LOURENÇO,ANTÔNIO GALVÃO DA SILVA,VEREADOR,23,NAO
SÃO LOURENÇO,ANTÔNIO SÉRGIO LIMA SILVEIRA,VEREADOR,311,NAO
SÃO LOURENÇO,ARLETE IGNEZ PEDROSA RUIVO,VEREADOR,2,NAO
SÃO LOURENÇO,AUCIONI RUFINO DE SOUZA,VEREADOR,306,NAO
SÃO LOURENÇO,AYRTON DANTAS DOS SANTOS COSTA JUNIOR,VEREADOR,255,NAO
SÃO LOURENÇO,BEATRIZ BRIGIDA DE ALMEIDA,VEREADOR,137,NAO
SÃO LOURENÇO,BEATRIZ FRANCISCA DE ALMEIDA,VEREADOR,31,NAO
SÃO LOURENÇO,BIANCA MARIA SILVA,VEREADOR,23,NAO
SÃO LOURENÇO,BRISA TAVARES MEIRA,VEREADOR,34,NAO
SÃO LOURENÇO,BRUNO HENRIQUE SEZINO,VEREADOR,235,NAO
SÃO LOURENÇO,BRUNO SUBTIL ROMANELLI,VEREADOR,25,NAO
SÃO LOURENÇO,CARLOS ALBERTO BONJORNI DE MORAIS,VEREADOR,75,NAO
SÃO LOURENÇO,CARLOS MAGNO GUEDES DA SILVA,VEREADOR,18,NAO
SÃO LOURENÇO,CELIO PINTO RIBEIRO,VEREADOR,45,NAO
SÃO LOURENÇO,CESAR AUGUSTO FERNANDES GUIMARÃES,VEREADOR,263,NAO
SÃO LOURENÇO,CINTIA APARECIDA MALVÃO,VEREADOR,58,NAO
SÃO LOURENÇO,CLAUDINEIA DA SILVA,VEREADOR,47,NAO
SÃO LOURENÇO,CLAUDIO HENRIQUE ARCANJO,VEREADOR,75,NAO
SÃO LOURENÇO,CLAUDIO ROBERTO DOS SANTOS,VEREADOR,55,NAO
SÃO LOURENÇO,CLEITON EMANUEL TEIXEIRA DE CASTRO,VEREADOR,152,NAO
SÃO LOURENÇO,CLÁUDIA MARIA DE JESUS CARVALHO,VEREADOR,17,NAO
SÃO LOURENÇO,CLÁUDIO CAVALCANTE DE ASSIS,VEREADOR,13,NAO
SÃO LOURENÇO,CRISTIANE VIANA CERQUIZ,VEREADOR,36,NAO
SÃO LOURENÇO,CRISTIANO VALÉRIO,VEREADOR,285,NAO
SÃO LOURENÇO,DANIEL ALVES GALVÃO JUNIOR,VEREADOR,221,NAO
SÃO LOURENÇO,DANIEL BORGES,VEREADOR,161,NAO
SÃO LOURENÇO,DANIELE RIBEIRO DOS SANTOS,VEREADOR,8,NAO
SÃO LOURENÇO,DEISE BRANDÃO DE SOUZA BATISTA,VEREADOR,17,NAO
SÃO LOURENÇO,DHAMARIS MARIA MARQUES FERREIRA,VEREADOR,3,NAO
SÃO LOURENÇO,DIONISIO SILVA NASCIMENTO,VEREADOR,141,NAO
SÃO LOURENÇO,DOUGLAS RAMOS DE OLIVEIRA,VEREADOR,52,NAO
SÃO LOURENÇO,EDMUNDO RIBEIRO MENDES,VEREADOR,79,NAO
SÃO LOURENÇO,EDNALVA RIBEIRO PEREIRA BRITO,VEREADOR,40,NAO
SÃO LOURENÇO,EDSON DONIZETE LEO,VEREADOR,172,NAO
SÃO LOURENÇO,EDSON FERNANDO MACIEL,VEREADOR,72,NAO
SÃO LOURENÇO,EDUARDO LUIZ,VEREADOR,115,NAO
SÃO LOURENÇO,ELANE NOGUEIRA DE MEDEIROS,VEREADOR,160,NAO
SÃO LOURENÇO,ELEONE GABRIEL DA SILVA,VEREADOR,144,NAO
SÃO LOURENÇO,ELIANE VIANA CARBONE AUGUSTO,VEREADOR,21,NAO
SÃO LOURENÇO,EMMANOEL DE SERPA SOARES VELLOSO BAHIA,VEREADOR,120,NAO
SÃO LOURENÇO,ERCINEI JOSE DA SILVA,VEREADOR,20,NAO
SÃO LOURENÇO,ERIK FERNANDES,VEREADOR,96,NAO
SÃO LOURENÇO,ERIVALDO DONIZETE BARBOZA,VEREADOR,159,NAO
SÃO LOURENÇO,EVALDO DE SOUZA,VEREADOR,234,NAO
SÃO LOURENÇO,EVALDO JOSE AMBROSIO,VEREADOR,393,NAO
SÃO LOURENÇO,FABIANO DE OLIVEIRA PAES,VEREADOR,113,NAO
SÃO LOURENÇO,FABIO DE SOUZA SANTANA,VEREADOR,264,NAO
SÃO LOURENÇO,FABRICIO GUEDES DOS SANTOS,VEREADOR,381,NAO
SÃO LOURENÇO,FANI LOPES,VEREADOR,50,NAO
SÃO LOURENÇO,FLAVIA LOPES MACIEL RIBEIRO,VEREADOR,6,NAO
SÃO LOURENÇO,FRANCISCO HONORIO ALVES BOTELHO,VEREADOR,27,NAO
SÃO LOURENÇO,GLEYCE CONRADO FERREIRA,VEREADOR,45,NAO
SÃO LOURENÇO,GUSTAVO LUIZ RODRIGUES RIBEIRO,VEREADOR,314,NAO
SÃO LOURENÇO,HELSON DE JESUS SALGADO,VEREADOR,327,NAO
SÃO LOURENÇO,HENRIQUE CARLOS DE OLIVEIRA,VEREADOR,48,NAO
SÃO LOURENÇO,HENRIQUE OTAVIO FLAUZINO DA FONSECA,VEREADOR,49,NAO
SÃO LOURENÇO,HERMES DE SOUZA BENTO NORONHA,VEREADOR,114,NAO
SÃO LOURENÇO,ISAC RIBEIRO,VEREADOR,668,NAO
SÃO LOURENÇO,ISMAEL GONÇALVES PAULINO,VEREADOR,58,NAO
SÃO LOURENÇO,IZIDORO SANT ANGELO FILHO,VEREADOR,129,NAO
SÃO LOURENÇO,JHONY FRANCIS DE OLIVEIRA,VEREADOR,89,NAO
SÃO LOURENÇO,JOAO RICARDO BOLZONI ILHA,VEREADOR,248,NAO
SÃO LOURENÇO,JONAS NATAL DE CARVALHO,VEREADOR,60,NAO
SÃO LOURENÇO,JOSE ALFREDO LOPES,VEREADOR,366,NAO
SÃO LOURENÇO,JOSE CARLOS MACHADO,VEREADOR,60,NAO
SÃO LOURENÇO,JOSE LUIZ DE LIMA POLITANO,VEREADOR,40,NAO
SÃO LOURENÇO,JOSE RICARDO MACHADO VIEIRA,VEREADOR,59,NAO
SÃO LOURENÇO,JOSE ROBERTO MARQUES,VEREADOR,42,NAO
SÃO LOURENÇO,JOSE ROBERTO OLINTO DA SILVA,VEREADOR,104,NAO
SÃO LOURENÇO,JOSÉ LUIZ MENDES MARQUES,VEREADOR,92,NAO
SÃO LOURENÇO,JOSÉ RAIMUNDO BARBOSA,VEREADOR,206,NAO
SÃO LOURENÇO,JOVANA APARECIDA DE PAULA CUSTODIO,VEREADOR,132,NAO
SÃO LOURENÇO,JOÃO BOSCO DE CARVALHO,VEREADOR,381,NAO
SÃO LOURENÇO,JULIANA NEGREIROS GOMES DE CASTRO,VEREADOR,15,NAO
SÃO LOURENÇO,JULIO CESAR KOELER TORINO JUNIOR,VEREADOR,172,NAO
SÃO LOURENÇO,JUSSARA FLAUZINO,VEREADOR,266,NAO
SÃO LOURENÇO,KELLEN PATRÍCIA MEDEIROS DE CARVALHO,VEREADOR,33,NAO
SÃO LOURENÇO,LEANDRO SILVA DE SOUZA,VEREADOR,106,NAO
SÃO LOURENÇO,LUANA SILVEIRA VIANNA,VEREADOR,22,NAO
SÃO LOURENÇO,LUCRECIA ELIAS PEREIRA,VEREADOR,77,NAO
SÃO LOURENÇO,LUIZ ANTÔNIO DE ALMEIDA,VEREADOR,269,NAO
SÃO LOURENÇO,LUIZ ANTÔNIO GOMES,VEREADOR,184,NAO
SÃO LOURENÇO,LUIZ CLÁUDIO SIQUEIRA,VEREADOR,450,NAO
SÃO LOURENÇO,LUIZ HENRIQUE FERNANDES,VEREADOR,118,NAO
SÃO LOURENÇO,MAGNO FRANCISCO DA FONSECA,VEREADOR,96,NAO
SÃO LOURENÇO,MANOEL DE MOURA NETO,VEREADOR,67,NAO
SÃO LOURENÇO,MARCELA OLIVEIRA DA SILVA,VEREADOR,9,NAO
SÃO LOURENÇO,MARCELO RIBEIRO DE OLIVEIRA,VEREADOR,381,NAO
SÃO LOURENÇO,MARCIO DOMINGOS DE REZENDE,VEREADOR,7,NAO
SÃO LOURENÇO,MARCUS VINICIUS MARTINS ROVAI,VEREADOR,11,NAO
SÃO LOURENÇO,MARIA ANGELA DA SILVA ALVES,VEREADOR,203,NAO
SÃO LOURENÇO,MARIA CRISTINA CASTRO MORI FERREIRA,VEREADOR,46,NAO
SÃO LOURENÇO,MARIA CRISTINA JUNQUEIRA FONSECA DOMINGUES,VEREADOR,11,NAO
SÃO LOURENÇO,MARIA DE FATIMA OLIVEIRA CARDOSO FERNANDES,VEREADOR,34,NAO
SÃO LOURENÇO,MARILIA MARTINS LIRA,VEREADOR,33,NAO
SÃO LOURENÇO,MATHEUS MARTINS DE CARVALHO,VEREADOR,185,NAO
SÃO LOURENÇO,MOACIR SILVA,VEREADOR,58,NAO
SÃO LOURENÇO,MOISES CRAVO BARRETO,VEREADOR,246,NAO
